Timestamp,Int Temp,Int Hum,Ext Temp,Ext Hum,SystemV,RadiatorTemp
'19 Mar - 19:16:02',13.00,36.00,7.000,55.00,3.39,11.38
'19 Mar - 19:17:02',13.00,36.00,7.000,55.00,3.39,11.31
'19 Mar - 19:18:02',13.00,36.00,7.000,55.00,3.39,11.31
'19 Mar - 19:19:02',13.00,36.00,7.000,56.00,3.39,11.38
'19 Mar - 19:20:02',13.00,36.00,7.000,56.00,3.39,11.31
'19 Mar - 19:21:02',13.00,36.00,7.000,56.00,3.39,11.31
'19 Mar - 19:22:02',13.00,36.00,7.000,57.00,3.39,11.31
'19 Mar - 19:23:02',13.00,36.00,7.000,57.00,3.39,11.31
'19 Mar - 19:24:02',13.00,36.00,6.000,58.00,3.39,11.25
'19 Mar - 19:25:02',13.00,36.00,6.000,58.00,3.39,11.25
'19 Mar - 19:26:02',13.00,36.00,6.000,58.00,3.39,11.19
'19 Mar - 19:27:02',13.00,36.00,6.000,59.00,3.39,11.19
'19 Mar - 19:28:02',13.00,36.00,6.000,59.00,3.39,11.12
'19 Mar - 19:29:02',13.00,36.00,6.000,60.00,3.39,11.12
'19 Mar - 19:30:02',13.00,36.00,6.000,60.00,3.39,11.12
'19 Mar - 19:31:02',13.00,36.00,6.000,60.00,3.39,11.12
'19 Mar - 19:32:02',13.00,36.00,6.000,60.00,3.39,11.12
'19 Mar - 19:33:02',13.00,36.00,6.000,60.00,3.39,11.06
'19 Mar - 19:34:02',13.00,36.00,6.000,61.00,3.39,11.06
'19 Mar - 19:35:02',13.00,36.00,6.000,61.00,3.39,11.06
'19 Mar - 19:36:02',13.00,36.00,6.000,61.00,3.39,11.06
'19 Mar - 19:37:02',13.00,36.00,6.000,61.00,3.39,11.06
'19 Mar - 19:38:02',13.00,36.00,6.000,61.00,3.39,11.00
'19 Mar - 19:39:02',13.00,36.00,6.000,62.00,3.39,11.00
'19 Mar - 19:40:02',13.00,36.00,6.000,62.00,3.39,11.00
'19 Mar - 19:41:02',13.00,36.00,6.000,62.00,3.40,10.94
'19 Mar - 19:42:02',13.00,36.00,6.000,62.00,3.39,10.94
'19 Mar - 19:43:02',13.00,36.00,6.000,62.00,3.39,10.94
'19 Mar - 19:44:02',13.00,36.00,6.000,62.00,3.39,10.94
'19 Mar - 19:45:02',13.00,36.00,6.000,62.00,3.39,10.94
'19 Mar - 19:46:02',13.00,36.00,6.000,62.00,3.39,10.88
'19 Mar - 19:47:02',12.00,37.00,6.000,63.00,3.39,10.88
'19 Mar - 19:48:02',13.00,36.00,6.000,63.00,3.39,10.88
'19 Mar - 19:49:02',13.00,36.00,6.000,63.00,3.39,10.88
'19 Mar - 19:50:02',13.00,36.00,6.000,63.00,3.39,10.88
'19 Mar - 19:51:02',12.00,37.00,6.000,63.00,3.39,10.88
'19 Mar - 19:52:02',12.00,37.00,6.000,63.00,3.39,10.81
'19 Mar - 19:53:02',12.00,37.00,6.000,63.00,3.39,10.75
'19 Mar - 19:54:02',13.00,36.00,6.000,64.00,3.39,10.75
'19 Mar - 19:55:02',12.00,37.00,6.000,64.00,3.39,10.75
'19 Mar - 19:56:02',13.00,36.00,6.000,64.00,3.39,10.75
'19 Mar - 19:57:02',13.00,36.00,6.000,64.00,3.39,10.75
'19 Mar - 19:58:02',12.00,37.00,6.000,64.00,3.39,10.75
'19 Mar - 19:59:02',12.00,37.00,6.000,64.00,3.39,10.75
'19 Mar - 20:00:02',12.00,37.00,6.000,64.00,3.39,10.69
'19 Mar - 20:01:02',12.00,37.00,6.000,64.00,3.39,10.69
'19 Mar - 20:02:02',12.00,37.00,6.000,64.00,3.39,10.69
'19 Mar - 20:03:02',12.00,37.00,6.000,64.00,3.39,10.63
'19 Mar - 20:04:02',12.00,37.00,6.000,64.00,3.39,10.63
'19 Mar - 20:05:02',12.00,37.00,6.000,64.00,3.39,10.63
'19 Mar - 20:06:02',12.00,37.00,6.000,65.00,3.39,10.63
'19 Mar - 20:07:02',12.00,37.00,6.000,65.00,3.39,10.63
'19 Mar - 20:08:02',12.00,37.00,6.000,65.00,3.39,10.56
'19 Mar - 20:09:02',12.00,37.00,6.000,65.00,3.39,10.56
'19 Mar - 20:10:02',12.00,37.00,6.000,65.00,3.39,10.50
'19 Mar - 20:11:02',12.00,37.00,6.000,65.00,3.39,10.50
'19 Mar - 20:12:02',12.00,37.00,6.000,65.00,3.39,10.50
'19 Mar - 20:13:02',12.00,37.00,6.000,65.00,3.39,10.50
'19 Mar - 20:14:02',12.00,37.00,6.000,66.00,3.39,10.50
'19 Mar - 20:15:02',12.00,37.00,6.000,66.00,3.39,10.50
'19 Mar - 20:16:02',12.00,37.00,6.000,66.00,3.39,10.50
'19 Mar - 20:17:02',12.00,37.00,5.000,66.00,3.39,10.44
'19 Mar - 20:18:02',12.00,37.00,6.000,66.00,3.39,10.44
'19 Mar - 20:19:02',12.00,37.00,6.000,66.00,3.39,10.38
'19 Mar - 20:20:02',12.00,37.00,6.000,66.00,3.39,10.38
'19 Mar - 20:21:02',12.00,37.00,5.000,67.00,3.39,10.38
'19 Mar - 20:22:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:23:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:24:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:25:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:26:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:27:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:28:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:29:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:30:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:31:02',12.00,37.00,5.000,67.00,3.39,10.31
'19 Mar - 20:32:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:33:02',12.00,37.00,5.000,67.00,3.39,10.25
'19 Mar - 20:34:02',12.00,37.00,5.000,68.00,3.39,10.31
'19 Mar - 20:35:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:36:02',12.00,37.00,5.000,68.00,3.39,10.31
'19 Mar - 20:37:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:38:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:39:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:40:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:41:02',12.00,37.00,5.000,68.00,3.39,10.25
'19 Mar - 20:42:02',12.00,37.00,5.000,69.00,3.39,10.19
'19 Mar - 20:43:02',12.00,37.00,5.000,69.00,3.39,10.13
'19 Mar - 20:44:02',12.00,37.00,5.000,69.00,3.39,10.13
'19 Mar - 20:45:02',12.00,37.00,5.000,69.00,3.39,10.06
'19 Mar - 20:46:02',12.00,37.00,5.000,69.00,3.39,10.06
'19 Mar - 20:47:02',12.00,37.00,5.000,69.00,3.39,10.06
'19 Mar - 20:48:02',12.00,37.00,5.000,69.00,3.39,10.06
'19 Mar - 20:49:02',12.00,37.00,5.000,69.00,3.39,10.00
'19 Mar - 20:50:02',12.00,37.00,5.000,69.00,3.39,9.94
'19 Mar - 20:51:02',12.00,37.00,5.000,69.00,3.39,9.88
'19 Mar - 20:52:02',12.00,37.00,5.000,69.00,3.39,9.81
'19 Mar - 20:53:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:54:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:55:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:56:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:57:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:58:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 20:59:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 21:00:02',12.00,37.00,5.000,70.00,3.39,9.69
'19 Mar - 21:01:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 21:02:02',12.00,37.00,5.000,70.00,3.39,9.69
'19 Mar - 21:03:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 21:04:02',12.00,37.00,5.000,70.00,3.39,9.69
'19 Mar - 21:05:02',12.00,37.00,5.000,70.00,3.39,9.69
'19 Mar - 21:06:02',12.00,37.00,5.000,70.00,3.39,9.75
'19 Mar - 21:07:02',12.00,37.00,4.000,71.00,3.39,9.69
'19 Mar - 21:08:02',12.00,37.00,4.000,72.00,3.39,9.69
'19 Mar - 21:09:02',12.00,37.00,4.000,72.00,3.39,9.69
'19 Mar - 21:10:02',12.00,37.00,4.000,72.00,3.39,9.69
'19 Mar - 21:11:02',12.00,37.00,4.000,72.00,3.39,9.69
'19 Mar - 21:12:02',12.00,37.00,4.000,72.00,3.39,9.63
'19 Mar - 21:13:02',12.00,37.00,4.000,72.00,3.39,9.63
'19 Mar - 21:14:02',12.00,37.00,4.000,72.00,3.39,9.50
'19 Mar - 21:15:02',12.00,37.00,4.000,72.00,3.39,9.50
'19 Mar - 21:16:02',12.00,37.00,4.000,72.00,3.39,9.44
'19 Mar - 21:17:02',12.00,37.00,4.000,72.00,3.39,9.44
'19 Mar - 21:18:02',12.00,37.00,4.000,73.00,3.39,9.44
'19 Mar - 21:19:02',12.00,37.00,4.000,73.00,3.39,9.38
'19 Mar - 21:20:02',12.00,37.00,4.000,73.00,3.39,9.44
'19 Mar - 21:21:02',12.00,37.00,4.000,73.00,3.39,9.44
'19 Mar - 21:22:02',12.00,37.00,4.000,73.00,3.39,9.44
'19 Mar - 21:23:02',12.00,37.00,4.000,73.00,3.39,9.44
'19 Mar - 21:24:02',12.00,37.00,4.000,73.00,3.39,9.38
'19 Mar - 21:25:02',12.00,37.00,4.000,73.00,3.39,9.31
'19 Mar - 21:26:02',12.00,37.00,5.000,73.00,3.39,9.25
'19 Mar - 21:27:02',12.00,37.00,5.000,73.00,3.39,9.25
'19 Mar - 21:28:02',12.00,37.00,5.000,73.00,3.39,9.25
'19 Mar - 21:29:02',12.00,37.00,5.000,73.00,3.39,9.25
'19 Mar - 21:30:02',12.00,37.00,4.000,74.00,3.39,9.25
'19 Mar - 21:31:02',12.00,37.00,4.000,74.00,3.39,9.25
'19 Mar - 21:32:02',12.00,37.00,4.000,74.00,3.39,9.25
'19 Mar - 21:33:02',12.00,37.00,4.000,74.00,3.39,9.25
'19 Mar - 21:34:02',12.00,37.00,4.000,74.00,3.39,9.19
'19 Mar - 21:35:02',12.00,37.00,4.000,74.00,3.39,9.19
'19 Mar - 21:36:02',12.00,37.00,4.000,74.00,3.39,9.19
'19 Mar - 21:37:02',12.00,37.00,4.000,74.00,3.39,9.13
'19 Mar - 21:38:02',12.00,37.00,4.000,74.00,3.39,9.13
'19 Mar - 21:39:02',12.00,37.00,4.000,75.00,3.39,9.13
'19 Mar - 21:40:02',12.00,37.00,4.000,75.00,3.39,9.13
'19 Mar - 21:41:02',12.00,37.00,4.000,75.00,3.39,9.13
'19 Mar - 21:42:02',12.00,37.00,4.000,75.00,3.39,9.13
'19 Mar - 21:43:02',12.00,37.00,4.000,75.00,3.39,9.13
'19 Mar - 21:44:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:45:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:46:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:47:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:48:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:49:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:50:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:51:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:52:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:53:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:54:02',12.00,37.00,4.000,75.00,3.39,9.06
'19 Mar - 21:55:02',12.00,37.00,4.000,75.00,3.39,9.00
'19 Mar - 21:56:02',12.00,37.00,4.000,76.00,3.39,8.94
'19 Mar - 21:57:02',12.00,37.00,4.000,76.00,3.39,8.94
'19 Mar - 21:58:02',12.00,37.00,4.000,76.00,3.39,8.94
'19 Mar - 21:59:02',12.00,37.00,4.000,76.00,3.39,8.88
'19 Mar - 22:00:02',12.00,37.00,4.000,76.00,3.39,8.88
'19 Mar - 22:01:02',12.00,37.00,4.000,76.00,3.39,8.88
'19 Mar - 22:02:02',12.00,37.00,4.000,76.00,3.39,8.88
'19 Mar - 22:03:02',12.00,37.00,4.000,76.00,3.39,8.81
'19 Mar - 22:04:02',12.00,37.00,4.000,76.00,3.39,8.75
'19 Mar - 22:05:02',12.00,37.00,4.000,77.00,3.39,8.75
'19 Mar - 22:06:02',12.00,37.00,4.000,77.00,3.39,8.75
'19 Mar - 22:07:02',12.00,37.00,4.000,77.00,3.39,8.75
'19 Mar - 22:08:02',12.00,37.00,4.000,77.00,3.39,8.75
'19 Mar - 22:09:02',12.00,37.00,4.000,77.00,3.39,8.75
'19 Mar - 22:10:02',12.00,37.00,11.11,11.11,3.39,8.69
'19 Mar - 22:11:02',12.00,37.00,4.000,77.00,3.39,8.69
'19 Mar - 22:12:02',12.00,37.00,4.000,78.00,3.39,8.63
'19 Mar - 22:13:02',12.00,37.00,5.000,77.00,3.39,8.56
'19 Mar - 22:14:02',12.00,37.00,5.000,77.00,3.39,8.56
'19 Mar - 22:15:02',12.00,37.00,5.000,78.00,3.39,8.50
'19 Mar - 22:16:02',12.00,37.00,5.000,78.00,3.39,8.44
'19 Mar - 22:17:02',12.00,37.00,5.000,78.00,3.39,8.44
'19 Mar - 22:18:02',12.00,37.00,5.000,78.00,3.39,8.44
'19 Mar - 22:19:02',12.00,37.00,5.000,78.00,3.39,8.44
'19 Mar - 22:20:02',12.00,37.00,5.000,79.00,3.39,8.50
'19 Mar - 22:21:02',12.00,37.00,5.000,79.00,3.39,8.50
'19 Mar - 22:22:02',12.00,37.00,5.000,79.00,3.39,8.44
'19 Mar - 22:23:02',12.00,37.00,5.000,79.00,3.39,8.44
'19 Mar - 22:24:02',12.00,37.00,5.000,79.00,3.39,8.44
'19 Mar - 22:25:02',12.00,37.00,5.000,79.00,3.39,8.44
'19 Mar - 22:26:02',12.00,37.00,5.000,80.00,3.39,8.44
'19 Mar - 22:27:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:28:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:29:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:30:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:31:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:32:02',12.00,37.00,5.000,80.00,3.39,8.38
'19 Mar - 22:33:02',12.00,37.00,5.000,81.00,3.39,8.38
'19 Mar - 22:34:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:35:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:36:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:37:02',12.00,37.00,6.000,81.00,3.39,8.44
'19 Mar - 22:38:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:39:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:40:02',12.00,37.00,6.000,81.00,3.39,8.44
'19 Mar - 22:41:02',12.00,37.00,6.000,81.00,3.39,8.44
'19 Mar - 22:42:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:43:02',12.00,37.00,6.000,81.00,3.39,8.38
'19 Mar - 22:44:02',12.00,37.00,6.000,82.00,3.39,8.38
'19 Mar - 22:45:02',12.00,37.00,6.000,82.00,3.39,8.38
'19 Mar - 22:46:02',12.00,37.00,6.000,82.00,3.39,8.38
'19 Mar - 22:47:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:48:02',12.00,37.00,6.000,82.00,3.39,8.38
'19 Mar - 22:49:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:50:02',12.00,37.00,6.000,82.00,3.39,8.38
'19 Mar - 22:51:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:52:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:53:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:54:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:55:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:56:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 22:57:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 22:58:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 22:59:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:00:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:01:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:02:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:03:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:04:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:05:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:06:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:07:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:08:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:09:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:10:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:11:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:12:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:13:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:14:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:15:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:16:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:17:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:18:02',12.00,37.00,6.000,82.00,3.40,8.25
'19 Mar - 23:19:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:20:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:21:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:22:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:23:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:24:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:25:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:26:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:27:02',12.00,37.00,6.000,82.00,3.39,8.19
'19 Mar - 23:28:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:29:02',12.00,37.00,6.000,82.00,3.39,8.19
'19 Mar - 23:30:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:31:02',12.00,37.00,6.000,82.00,3.39,8.19
'19 Mar - 23:32:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:33:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:34:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:35:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:36:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:37:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:38:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:39:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:40:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:41:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:42:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:43:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:44:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:45:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:46:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:47:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:48:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:49:02',12.00,37.00,6.000,82.00,3.39,8.31
'19 Mar - 23:50:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:51:02',12.00,37.00,6.000,82.00,3.40,8.25
'19 Mar - 23:52:02',12.00,37.00,6.000,82.00,3.39,8.25
'19 Mar - 23:53:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 23:54:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 23:55:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 23:56:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 23:57:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 23:58:02',12.00,37.00,6.000,81.00,3.40,8.25
'19 Mar - 23:59:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:00:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:01:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:02:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:03:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:04:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:05:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:06:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:07:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:08:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:09:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:10:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:11:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:12:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:13:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:14:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:15:02',12.00,37.00,6.000,81.00,3.39,8.25
'19 Mar - 00:16:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:17:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:18:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:19:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:20:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:21:02',12.00,37.00,6.000,81.00,3.39,8.19
'19 Mar - 00:22:02',12.00,37.00,6.000,81.00,3.39,8.13
'19 Mar - 00:23:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:24:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:25:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:26:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:27:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:28:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:29:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:30:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:31:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:32:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:33:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:34:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:35:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:36:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:37:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:38:02',12.00,37.00,6.000,80.00,3.40,8.13
'19 Mar - 00:39:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:40:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:41:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:42:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:43:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:44:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:45:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:46:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:47:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:48:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:49:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:50:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:51:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:52:02',12.00,37.00,6.000,80.00,3.39,8.13
'19 Mar - 00:53:02',12.00,37.00,6.000,80.00,3.39,8.06
'19 Mar - 00:54:02',12.00,37.00,6.000,80.00,3.39,8.13
